Parent_Url,Extracted_Tools
Formal_learning,"['Inside_American_Education', 'Sid_the_Science_Kid', 'Skepticon', 'Megamaths', 'Albert_Says..._Nature_Knows_Best', 'Suwanni_Sukhontha', 'The_End_of_Education', 'Razzledazzle', 'ICivics', 'Nowruz_(magazine)', 'MinutePhysics', 'Becky_and_Barnaby_Bear', 'Clifford_the_Big_Red_Dog_(2000_TV_series)', 'SciShow', 'Storytime_(TV_programme)', 'ERPNext', 'Bowdoin_Project', 'Create_a_Comic_Project', 'Knowledge_Power', 'Mind_Field', 'Ooh,_Aah_&_You', 'Parpar_Nechmad', 'Pacific_Standard', 'AsapScience', 'Dappledown_Farm', 'Testing_Mom', 'Geography_Now', 'Genesys_(video_game)', 'Super_Wings', 'Art_Jam', 'Pinkalicious_&_Peterrific', 'Swedish_Educational_Broadcasting_Company', '1000_Days_of_Syria', 'The_Liberator_Magazine', ""C'est_pas_sorcier"", ""Blue's_Clues_&_You!"", 'CGP_Grey', 'Jordan_Harrod', '3Blue1Brown', 'Lucy_Bella_Earl', 'Discovery_(American_TV_series)', 'Everybody_Is_Different', 'Mutt_&_Stuff', 'Spywatch', '100_Pun_de_Meicho', 'Iwona_Blecharczyk', 'The_Pollyanna_Principles', 'Patrick_Allen_(music_educator)', '5_A_Day_Adventures', 'In_Schools_We_Trust', 'Truth_&_Wisdom_Press', 'Mind_Blowing_Breakthroughs']"
Formal_methods,"['SPIN_model_checker', 'Microsoft_Academic_Search', 'QuickCheck', 'Uppaal_Model_Checker']"
Formal_verification,"['Integrity_(operating_system)', 'CompCert', 'L4_microkernel_family', 'Frama-C', 'KeY']"
Fortran,"['PathScale', 'UCSD_Pascal', 'Intel_Fortran_Compiler', 'POSIX', 'Trilinos', 'MATLAB', 'Chapel_(programming_language)', 'OpenMP', 'FOR_TRANSIT', 'G95', 'TIOBE_index', 'NumPy', 'Command-line_interface', 'F2c', 'WATFIV', 'GNU_Fortran', 'High_Performance_Fortran', '.NET_Framework', 'Oracle_Solaris_Studio', 'Deal.II', 'Silverfrost_FTN95']"
Fourier_transform,['Wolfram_Alpha']
Frequency-shift_keying,"['Kansas_City_standard', 'Project_25', 'Ogg']"
Full_Rate,"['Winamp', 'Ventrilo', 'QuteCom', 'Linphone', 'Ekiga', 'Wine_(software)']"
Functional_dependency,['PostScript']
Functional_programming,"['Yacc', 'Kotlin_(programming_language)', 'OpenSCAD', 'Glasgow_Haskell_Compiler', 'Information_Processing_Language', 'GNU_Compiler_Collection', 'Racket_(programming_language)', 'Clean_(programming_language)', 'D_(programming_language)', 'OCaml', 'Elixir_(programming_language)', 'WhatsApp', 'Julia_(programming_language)', 'Lex_(software)', 'Caml', 'F_Sharp_(programming_language)', 'Q_(programming_language_from_Kx_Systems)', 'Comprehensive_Capital_Analysis_and_Review', 'CGAL']"
Fusion_center,['Social_media']
Fuzzy_control_system,['Allen-Bradley']
GLONASS,['Inside_GNSS']
GNU_Radio,"['GNU_Project', 'Graphical_user_interface', 'Fork_(software_development)', 'Cross-platform', 'Free_software']"
Gabor_filter,"['GNU_Octave', 'MATLAB']"
Gallium,['Red_mud']
Gas_turbine,"['BMW_801', 'BMW_003', 'Metropolitan-Vickers_F.2']"
Gateway_(telecommunications),"['Microsoft_Host_Integration_Server', 'Proxy_server', 'Internet_Connection_Sharing', 'Java_Message_Service', 'Reverse_proxy', 'XMPP']"
Gaussian_function,['GNU_Octave']
Gender,['Social_media']
General-purpose_computing_on_graphics_processing_units,"['PhysX', 'Metal_(API)', 'C++_AMP', 'Android_(operating_system)', 'MATLAB', 'SYCL', 'Cross-platform', 'IOS']"
Generic_programming,"['TypeScript', 'Julia_(programming_language)', 'D_(programming_language)', 'OCaml', '.NET_Framework', 'Free_Pascal', 'F_Sharp_(programming_language)', 'Clean_(programming_language)']"
Genetic_algorithm,"['MATLAB', 'Evolver_(software)']"
Gesture_recognition,['Multi-touch']
Gibbs_sampling,"['PyMC', 'Just_another_Gibbs_sampler', 'OpenBUGS', 'Julia_(programming_language)']"
Global_Positioning_System,"['GPSBabel', 'Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½"
Globus_Toolkit,"['HP-UX', 'Advanced_Resource_Connector', 'GLite', 'OpenSUSE', 'Open-source_software', 'Fedora_Linux', 'OpenSSL', 'Job_scheduler', 'GridFTP', 'Linux', 'Mac_OS_X', 'GridWay', 'GCube_system', 'Open_Build_Service', 'Portable_Batch_System', 'IBM_AIX', 'SUSE_Linux_Enterprise', 'FreeBSD', 'Debian', 'HTCondor', 'Solaris_(operating_system)', 'Ubuntu', 'Nimrod_(distributed_computing)']"
Gnutella,"['RISC_OS', 'GNU', 'Cross-platform', 'FrostWire', 'Morpheus_(software)', 'GNU_GPL', 'FastTrack', 'Shareaza', 'Microsoft_Windows', 'Napster', 'BearShare', 'I2P', 'LimeWire', 'Secure_Shell', 'Zultrax', 'Phex', 'Gnutella2', 'GnucDNA', 'GiFT', 'Java_(software_platform)', 'Internet_Relay_Chat', 'WireShare', 'Gtk-gnutella', 'Fork_(software_development)', 'GNUnet', 'Symbian', 'Proprietary_software', 'Free_software', 'SOCKS', 'MacOS']"
Graph_(discrete_mathematics),['LEMON_(C++_library)']
Graph_drawing,"['Edraw_Max', 'Tulip_(software)', 'Cytoscape', 'Graphviz', 'YEd', 'LuaTeX', 'Microsoft_Automatic_Graph_Layout', 'NetworkX', 'Diagrams.net', 'JUNG', 'Gephi', 'Graph-tool']"
Graph_rewriting,"['Integrated_development_environment', 'Eclipse_Modeling_Framework', 'OpenCog']"
Graph_theory,['WordNet']
Graphical_user_interface,"['WebOS', 'GopherVR', 'Hive_UI', 'Asus_ZenUI', 'Skin_(computing)', 'GNOME_Shell', 'Compiz', 'File_System_Visualizer', 'Windowing_system', 'Microsoft_Bob', 'Sugar_(software)', 'Dwm', 'D-Bus', 'Xfce', 'Unix-like', 'MacOS', 'Twm', 'Cinnamon_(desktop_environment)', 'Presentation_Manager', 'Phosh', 'Unix', 'Xerox_Star', 'BlackBerry_OS', 'Croquet_OS', 'Android_(operating_system)', 'ManOpen', 'GEOS_(16-bit_operating_system)', 'Linux', 'Inotify', 'Motif_(software)', 'IOS', 'OxygenOS', 'OS/2', 'Transportable_Applications_Environment', 'Project_Looking_Glass', 'Desktop_environment', 'Ncurses', 'Operating_system', 'Windows_10_Mobile', 'Text_entry_interface', 'Windows_95', 'Aqua_(user_interface)', 'Enlightenment_(software)', 'ColorOS', 'Microsoft_Windows', 'AutoKey', 'General_Graphics_Interface', 'Fsn_(file_manager)', 'Macintosh_128K', 'Symbian', 'BumpTop', 'Wayland_(display_server_protocol)', 'Windows_shell', 'Firefox_OS', 'Java-gnome', 'KDE_Plasma_5', 'Theme_(computing)', 'AutoHotkey', 'Chematica', 'Windows_Phone', 'MATE_(software)', 'Wolfram_Mathematica', 'Multi-touch', 'Command-line_interface', 'Z_Launcher', 'Window_manager', 'Zooming_user_interface', 'Tizen', 'Metisse', 'Windows_Vista', 'Apple_Lisa']"
Graphical_user_interface_testing,"['WordPad', 'Squish_(Froglogic)', 'Web_application', 'Graphical_user_interface']"
Graphics_processing_unit,"['Mantle_(API)', 'AMD_APP_SDK', 'Windows_NT', 'Vulkan_(API)', 'Windows_95', 'TMS34010', 'Joust_(video_game)', 'DirectDraw', 'Proprietary_software', 'WinG', 'Windows_3.1x', 'Deeplearning4j', 'Gun_Fight', 'Glide_API', 'Microsoft_Windows', 'OpenMP', 'Sinistar', 'Xvid', 'Arcade_game', 'DivX', 'OpenGL', 'VDPAU', 'Bubbles_(video_game)', 'Video_Acceleration_API', 'Sea_Wolf_(video_game)', 'Texas_Instruments_Graphics_Architecture', 'Folding@home', 'DirectX', 'Graphical_user_interface']"
Grayscale,"['Tagged_Image_File_Format', 'Portable_Network_Graphics', 'Image_file_formats']"
Green_building,['ReNew']
Grid_computing,"['CaBIG', 'Advanced_Resource_Connector', 'Oracle_Grid_Engine', 'GLite', 'Xgrid', 'GridRepublic__software__1', 'CaBIG__caGrid__1', 'Berkeley_Open_Infrastructure_for_Network_Computing', 'Techila_Grid', 'BDII', 'GridWay', 'Cross-platform', 'DIET', 'OurGrid', 'P-GRADE_Portal', 'European_Middleware_Initiative', 'XtreemOS', 'GLite-AMGA', 'Globus_Toolkit', 'GStat', 'Bitcoin', 'Univa_Grid_Engine', 'Grid_MP', 'Simple_API_for_Grid_Applications', 'HTCondor', 'Folding@home', 'Dï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
Group_decision-making,['Open_assessment']
Gyroscope,['HTC_Titan']
HTML,"['TYPSET_and_RUNOFF', 'Email', 'User_agent', 'XForms', 'Graphical_user_interface', 'EMML_(Motorola)', 'Web_browser', 'Mosaic_(web_browser)', 'Semantic_Web', 'Comparison_of_HTML_parsers', 'SGMLguid', 'Hypertext_Transfer_Protocol', 'Windows_Registry', 'Microsoft_Windows', 'Arena_(web_browser)', 'Beautiful_Soup_(HTML_parser)', 'Browser_security']"
HTML5,"['Web_Messaging', 'Web_browser', 'WebRTC', 'Firefox', 'Web_worker', 'Scalable_Vector_Graphics', 'Web_Open_Font_Format', 'WebSocket', 'Web_application', 'Web_SQL_Database', 'Semantic_Web', 'Web_storage']"
Hamming_weight,"['GNU_Compiler_Collection', 'Glasgow_Haskell_Compiler', 'MySQL']"
Handwriting_recognition,"['Windows_for_Pen_Computing', 'MS-DOS', 'Windows_Mobile', 'Newton_OS', 'Windows_Vista', 'Windows_7', 'PenPoint_OS']"
Haptic_technology,"['Apple_Watch', 'Arcade_game', 'SuperTuxKart', 'TX-1', 'Free_software', 'MacBook_Pro']"
Hard_disk_drive,"['Macintosh_Plus', 'Fsck', 'Operating_system', 'Mac_OS_X_Snow_Leopard', 'Enterprise_software', 'Microsoft_Windows', 'Macintosh_128K', 'UNIX-like', 'Macintosh_512K', 'CHKDSK', 'Windows', 'Parallel_ATA', 'UNIX', 'Diskpart', 'MacOS']"
Hardware_acceleration,['Software_release_life_cycle']
Hardware_description_language,"['Dart_(programming_language)', 'AHPL', 'ELLA_(programming_language)', 'MATLAB', 'Linux', 'SYCL', 'Microsoft_Windows', '.NET_Framework', 'OCaml', 'Solaris_(operating_system)', 'Kotlin_(programming_language)', 'Graphical_user_interface', 'Cadence_Design_Systems']"
Hardware_virtualization,"['SIMH', 'System_Center_Virtual_Machine_Manager', 'AppleWin', 'Conversational_Monitor_System', 'Operating_system', 'Virtual_machine', 'CP-67', 'PowerVM', 'Xen']"
Harmonic,"['Ogg', 'Extended_technique']"
Hash_function,['Portable_Document_Format']
Head-mounted_display,"['Cave_automatic_virtual_environment', 'MechWarrior_2:_31st_Century_Combat', 'Windows_Mixed_Reality', 'Android_version_history']"
Heterodyne,"['Betamax', 'U-matic']"
Heterojunction,['DVD']
Hidden_Markov_model,['Siri']
Hierarchical_clustering,"['ELKI', 'Stata', 'MATLAB', 'GNU', 'Weka_(machine_learning)', 'ALGLIB', 'NCSS_(statistical_software)', 'SPSS', 'Julia_(programming_language)', 'GNU_Octave', 'SciPy', 'Orange_(software)', 'Scikit-learn']"
Hierarchical_database_model,"['IBM_Information_Management_System', 'Microsoft_Windows', 'Windows_Registry']"
Higgs_boson,['Social_media']
High-definition_television,"['Blu-ray', 'Digital_Video_Broadcasting', 'HDV', 'DVD']"
High-level_programming_language,"['HotSpot_(virtual_machine)', 'Java_virtual_machine', 'Source-to-source_compiler', 'EiffelStudio', 'SYCL', 'Virtual_machine']"
High-level_synthesis,"['MATLAB', '.NET_Framework', 'Cadence_Design_Systems']"
High_Efficiency_Video_Coding,"['TvOS', 'IPhone_6', 'HTTP_Live_Streaming', 'Windows_10', 'Android_OS', 'Integrated_development_environment', 'MKVToolNix', 'WebP', 'OpenH264', 'VLC_media_player', 'Android_Lollipop', 'Microsoft_Windows', 'DVD-Video', 'IOS', 'Daala', 'X265', 'Xcode', 'IPhone_7', 'GNU_Lesser_General_Public_License', 'Comparison_of_video_codecs', 'Free_and_open-source_software', 'MacOS_High_Sierra', 'IPhone_6S', 'QuickTime_File_Format', 'MythTV', 'Safari_(web_browser)', 'GPAC_Project_on_Advanced_Content', 'Dirac_(video_compression_format)', 'MacOS', 'IOS_11', 'Digital_Video_Broadcasting', 'X264', 'Matroska']"
Higher-order_function,['Free_Pascal']
Higher_education,"[""Reuters_-_The_World's_Most_Innovative_Universities"", 'CWTS_Leiden_Ranking', 'Academic_Ranking_of_World_Universities', 'Round_University_Ranking', 'University_World_News', 'International_Standard_Classification_of_Education', 'Times_Higher_Education_World_University_Rankings', 'SCImago_Institutions_Rankings', 'National_Institutional_Ranking_Framework', 'What_Will_They_Learn%3F', 'Academic_Matters', 'Tribal_College_Journal', 'CHE_University_Ranking', 'Governance_in_higher_education', 'The_Three_University_Missions_Ranking', 'National_Student_Housing_Survey', 'QS_World_University_Rankings']"
Hilbert_transform,['MATLAB']
Hoare_logic,['KeY']
Holography,"['Vocaloid', 'Heroes_of_the_Storm', 'Hatsune_Miku', 'Command_&_Conquer:_Red_Alert_2', 'Crysis_2', 'Halo:_Reach', 'DVD']"
Homomorphic_encryption,"['HEAAN', 'PALISADE_(software)', 'HElib', 'OpenFHE', 'Microsoft_SEAL']"
Hospital,['Public_administration']
Hough_transform,"['.NET_Framework', 'Java_Applet']"
Huffman_coding,['PKZIP']
Humanoid_robot,"['Hydra_(chess)', 'ICub']"
Humanï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,"['Operating_system', 'Voice_user_interface', 'Graphical_user_interface']"
Humanï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"['Voice_user_interface', 'Graphical_user_interface', 'Operating_system']"
Hyperledger,"['Confidential_Consortium_Framework', 'SAP_Ariba', 'Ethereum', 'Open-source_software', 'Node.js']"
Hyperlink,"['TiddlyWiki', 'Virtual_world', 'Opera_(web_browser)', 'Gopher_(protocol)', 'OpenSimulator', 'Internet_Explorer', 'Wiki_software', 'Open_Cobalt', 'HyperCard', 'Skin_(computing)', 'Trac', 'PmWiki', ""Xenu's_Link_Sleuth"", 'Mosaic_(web_browser)', 'Web_browser']"
Hypermedia,"['Voice_browser', 'QuarkXPress', 'Oracle_Media_Objects', 'LibreOffice', 'Adobe_Acrobat', 'Adobe_Director', 'Web_browser', 'SuperCard', 'Presentation_program', 'Adobe_InDesign', 'Microsoft_PowerPoint', 'FileMaker', 'DVD', 'HyperCard', 'Scalable_Vector_Graphics', 'Portable_Document_Format', 'DVD_Studio_Pro']"
Hypertext,"['Myst', 'Storyspace', 'GNU', 'Hyperwords', 'Texinfo', 'Portable_Document_Format', 'Wiki_software', 'IBM_2250', 'HyperCard', 'Workbench_(AmigaOS)', 'Compact_disc']"
Hypervisor,"['HP-UX', 'VMware_Workstation', 'Unix', 'VMware_ESXi', 'MVS', 'Red_Hat_Virtualization', 'VMware_Server', 'Virtual_machine', 'Embedded_hypervisor', 'Parallels_Server_for_Mac', 'CP-67', 'XtratuM', 'Solaris_(operating_system)', 'Xen', 'Operating-system-level_virtualization', 'Linux', 'IBM_CP-40', 'Microsoft_Virtual_Server', 'L4_microkernel_family', 'VMware_Fusion', 'CP/CMS', 'Microsoft_Windows', 'Win4Lin', 'QEMU', 'Bhyve', 'Z/VM', 'VirtualBox', 'Kernel-based_Virtual_Machine__KVM__1', 'VMware_Workstation_Player', 'Kernel-based_Virtual_Machine', 'FreeBSD', 'Oracle_VM_Server_for_SPARC', 'Parallels_Desktop_for_Mac', 'HP_Integrity_Virtual_Machines', 'IBM_i', 'Adaptive_Domain_Environment_for_Operating_Systems', 'Unix-like', 'OpenVMS', 'MacOS', 'LynxSecure', 'Operating_system', 'Parallels_Workstation', 'Batch_processing', 'VMware_Infrastructure', 'XenClient', 'AIX']"
IEEE_802.11,"['RADIUS', 'IOS']"
IEEE_802.11e-2005,['Email']
IEEE_802.11s,"['OpenBTS', 'OpenWrt', 'FreeBSD', 'Linux_kernel']"
IOS,"['TvOS', 'WebOS', 'Cocoa_Touch', 'IPad_(4th_generation)', 'Android_OS', 'IPadOS_13', 'Cydia', 'Web_application', 'Android_(operating_system)', 'WatchOS', 'MacLife', 'IPad_(1st_generation)', 'Proprietary_software', 'IPad_2', 'Darwin_(operating_system)', 'IOS_7', 'IOS_14', 'Berkeley_Software_Distribution', 'IPadOS_14', 'IPhone_OS_1', 'IOS_13', 'Microsoft_Windows', 'Spotlight_(software)', 'IBoot', 'Newton_OS', 'Cisco_IOS', 'Graphical_user_interface', 'Xcode', 'Finder_(software)', 'Apple_Watch', 'Apple_Public_Source_License', 'IPhone_5', 'XNU', 'Multi-touch', 'IOS_4', 'IOS_15', 'IPhone_5C', 'Safari_(web_browser)', 'SpringBoard', 'IOS_6', 'IOS_5', 'AppValley', 'Unix-like', 'MacOS', 'IOS_9', 'IOS_11', 'IPadOS_15', 'IPhone_OS_3', 'VoiceOver', 'IOS_16', 'OS_X_Mountain_Lion', 'IOS_10', 'StatCounter', 'Mac_OS_X_Snow_Leopard']"
IP_Multimedia_Subsystem,"['Application_server', 'Session_Initiation_Protocol', 'User_agent', 'Rich_Communication_Services', 'IPsec']"
IP_address_spoofing,"['HP_LoadRunner', 'Remote_Shell']"
IP_multicast,"['UFTP', 'Linux', 'Quagga_(software)', 'GNU', 'Scalable_Reliable_Multicast', 'IPsec', 'Multimedia_framework', 'Microsoft_Windows', 'GStreamer', 'Pragmatic_General_Multicast', 'Free_software']"
IPad,"['Microsoft_Surface', 'Apple_Books', 'IPadOS_16', 'IPad_(4th_generation)', 'IPad_Air', 'IOS_12', 'IPadOS_13', 'Cydia', 'FaceTime', 'Apple_A6', 'Android_(operating_system)', 'Fork_(software_development)', 'Secure_Digital', 'IPad_Mini_2', 'IPad_(1st_generation)', 'IPad_2', 'IPad_Pro', 'IOS_7', 'IPad_Mini_(1st_generation)', 'IPad_Air_2', 'IPadOS_14', 'Microsoft_Windows', 'IOS', 'App_Store_(iOS/iPadOS)', 'IOS_8', 'Apple_A4', 'Zune', 'JailbreakMe', 'IPad_(3rd_generation)', 'IOS_4', 'Multi-touch', 'Apple_Wallet', 'Siri', 'IPad_Mini_4', 'IOS_9', 'IOS_6', 'IOS_5', 'IOS_SDK', 'IPadOS_15', 'IPad_Mini_3', 'IPhone_OS_3', 'IOS_11', 'ICloud', 'Operating_system', 'IOS_10', 'StatCounter', 'IPad_Mini']"
IPv6,"['NetBSD', 'Linux_kernel', 'Windows_7', 'Internet_Key_Exchange', 'Microsoft_Windows', 'IPsec', 'Windows_XP', 'FreeBSD', 'File_Transfer_Protocol', 'OpenBSD', 'Operating_system']"
ITIL,"['Tudor_IT_Process_Assessment', 'Business_Information_Services_Library', 'Omnitracker']"
Identity_management,"['Security_token_service', 'Password_manager', 'FreeIPA', 'Forefront_Identity_Manager', 'U-Prove', 'Ganymede_(software)', 'NetIQ_eDirectory', 'OpenID', 'WS-Security', 'Central_Authentication_Service', 'User_provisioning_software']"
Identity_theft,"['Browser_security', 'Zeus_(malware)']"
Image_analysis,"['BisQue_(Bioimage_Analysis_and_Management_Platform)', 'SigmaScan', 'Fiji_(software)', 'Orfeo_toolbox', 'Endrov', 'Imc_FAMOS']"
Image_compression,"['Lempelï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"
Image_resolution,"['Blu-ray', 'Video_CD', 'Betamax', 'DVD', 'LaserDisc', 'IMAX']"
Image_retrieval,['Web_application']
Image_sharing,"['Hike_Messenger', 'Web_browser', 'Windows_Home_Server', 'ShareChat', 'PicsArt_Photo_Studio', 'Piictu', 'Instagram', 'Tonido', 'Snapchat']"
Imperative_programming,"['Makefile', 'GNU_Free_Documentation_License', 'DataFlex', '.NET_Framework', 'Delphi_(software)', 'Operating_system', 'UNIX', 'Visual_C++', 'Graphical_user_interface', 'F_Sharp_(programming_language)', 'Microsoft_Foundation_Class_Library']"
Independent_component_analysis,"['FMRIB_Software_Library', 'Scikit-learn']"
Inference,"['Someday_or_One_Day', 'Futmalls']"
InfiniBand,"['FreeBSD', 'HP-UX', 'Windows_(operating_system)', 'SUSE_Linux_Enterprise_Server', 'Linux', 'VMware_ESX', 'Microsoft_Windows', 'Solaris_(operating_system)', 'Red_Hat_Enterprise_Linux', 'AIX']"
Infinity,['LaTeX']
Information_extraction,"['Mallet_(software_project)', 'Apache_Nutch', 'General_Architecture_for_Text_Engineering', 'Natural_Language_Toolkit', 'UIMA', 'OpenNLP']"
Information_retrieval,"['Gensim', 'Azure_Cognitive_Search', 'Tabulating_machine']"
Information_technology,"['BUG_(magazine)', 'The_Micro_User', 'IBM_Information_Management_System', 'Svet_kompjutera', 'Tech_Field_Day', 'Amdahl_Corporation', 'Dan_Willis_(comedian)']"
Innovation,"['Second_Life', 'Information_and_Communication_Technology_Agency_of_Sri_Lanka', 'Seliger_(forum)', 'Information_and_Communication_Technology_Agency_of_Sri_Lanka__Disrupt_Asia__1', 'Chris_Denson_(innovator)']"
Institutional_repository,"['OPUS_(software)', 'North_Carolina_Learning_Object_Repository', 'Invenio', 'MyCoRe', 'BASE_(search_engine)', 'EPrints', 'ResCarta_Toolkit', 'DSpace']"
Instruction_pipelining,"['Gcov', 'Atmel_AVR']"
Instruction_scheduling,['GNU_Compiler_Collection']
Instructional_design,['PLATO_(computer_system)']
Integral,"['Maple_(software)', 'Wolfram_Alpha']"
Integrated_Services_Digital_Network,"['Meridian_Norstar', 'Common_ISDN_Application_Programming_Interface', 'IpDTL']"
Intelligence_analysis,['Email']
Intelligent_Network,"['Application_server', 'Session_Initiation_Protocol']"
Intelligent_agent,"['JACK_Intelligent_Agents', 'Semantic_Web']"
Intelligent_tutoring_system,['Semantic_Web']
Interactive_television,"['Talang_2009', '10-foot_user_interface', 'Blossoming_Flowers', 'Super_Girl_(TV_series)', 'Talang_2010', 'Talang_2007', 'Ples_sa_zvezdama', 'Dance_Machine', ""America's_Best_Dance_Crew"", 'Rock_the_Cradle', 'Fear_Factor_India', 'Talang_2011', 'Super_Boy_(TV_series)', 'Multimedia_Home_Platform', 'So_You_Think_You_Can_Dance_Australia', 'Star_Search', 'So_You_Think_You_Can_Dance_(China)', 'Madventures_(Pakistani_game_show)', 'The_8TV_Quickie', 'The_Legion_of_Extraordinary_Dancers', 'Talang_2017', 'Talang_2008']"
Interactive_visualization,['C3D_Toolkit']
Interface_(computing),['Application_binary_interface']
Interferometric_synthetic-aperture_radar,['ROI_PAC']
Internal_combustion_engine,['Crude_oil_engine']
Internet,"['OpenOffice.org', 'GameSpy_Arcade', 'Internet_Explorer', 'Web_application', 'Surfraw', 'HCL_Commerce', 'LibreOffice', 'Narrative_Magazine', 'Electronic_business', 'WorldWideWeb', 'Microsoft_Edge', 'WvDial', 'Collaborative_software', 'Linux', 'ShareChat', 'UUCP', 'CERN_httpd', 'Social_media', 'Naspers', 'Remote_Desktop_Protocol', 'Net_(magazine)', 'Network_service', 'Point-to-Point_Protocol_daemon', 'Web_feed', 'Naenara_(browser)', 'Freenet', 'Google_Search', 'Safari_(web_browser)', 'File_Transfer_Protocol', 'Web_browser', 'Virginia_Heffernan', 'Firefox', 'Hypertext_Transfer_Protocol', 'Google_Chrome', 'Kinnernet', 'Email', 'Ticketbis', 'AICCU', 'Opera_(web_browser)']"
Internet_of_things,"['OMA_LWM2M', 'Semantic_Web', 'Android_(operating_system)', 'Amazon_Echo', 'Linux', 'Emergency_notification_system', 'IOS', 'Microsoft_Azure', 'Apple_Watch', 'List_of_mergers_and_acquisitions_by_Google', 'Home_Assistant', 'XMPP', 'Siri', 'Vending_machine', 'Mirai_(malware)', 'HomeKit']"
Internet_privacy,"['Tor_(network)', 'WebRTC', 'Bitmessage', 'Cryptocat', 'Anonymous_remailer', 'Anonymizer', 'Signal_(software)', 'Brave_(web_browser)', 'Adobe_Flash_Player', 'Proxy_server', 'Evercookie', 'Social_media', 'Instagram', 'Magic_Lantern_(software)', 'Qwant', 'Cross-site_scripting', 'Ixquick', 'Web_storage', 'Snapchat', 'Searx', 'MetaGer', 'Google_Street_View', 'Firefox', 'Google_Chrome', 'Skype', 'I2P', 'WhatsApp', 'Opera_(web_browser)']"
Internet_protocol_suite,"['Session_Initiation_Protocol', 'DECnet', 'MVS', 'Microsoft_Windows', 'BSD_UNIX', 'OS/2', 'QUIC', 'X.400', 'File_Transfer_Protocol', 'Protocol_stack', 'Hypertext_Transfer_Protocol']"
Internet_service_provider,"['Bahnhof', 'Virtual_private_server', 'Internet_Message_Access_Protocol', 'Shahrad_Network', 'UUCP', 'Post_Office_Protocol', 'Message_transfer_agent', 'Internet_hosting_service', 'Sepanta']"
Internet_traffic,['BitTorrent']
Interoperability,"['SPARQL', 'Semantic_Web', 'Project_25']"
Intranet,"['Enterprise_portal', 'Web_browser', 'Sorce_intranet', 'Nielsen_Norman_Group']"
Intrusion_detection_system,"['LogDog', 'Tcpdump', 'Antivirus_software', 'Internet_Message_Access_Protocol', 'Bro_(software)', 'Snort_(software)']"
Inverse_kinematics,['Open-source_software']
Iris_recognition,"['Microsoft_Lumia', 'Microsoft_Lumia_950']"
JPEG_2000,"['QGIS', 'IPhoto', 'Preview_(macOS)', 'Corel_Photo-Paint', 'AutoCAD', 'GIMP', 'FastStone_Image_Viewer', 'Fotografix', 'QuickTime', 'Adobe_Photoshop', 'Portable_Document_Format', 'CineAsset', 'WebM', 'GraphicConverter', 'XnView', 'Adobe_Lightroom', 'Safari_(web_browser)', 'Evince', 'WebP', 'Kakadu_(software)', 'Blender_(software)', 'OpenJPEG', 'Gwenview', 'JBIG2', 'Capture_One', 'Ziproxy', 'JPEG_XL', 'KolourPaint', 'PhotoLine', 'DigiKam', 'Freeware', 'Opera_(web_browser)', 'GNOME_Web', 'Grok_(JPEG_2000)', 'IrfanView', 'Shareware', 'PhotoFiltre', 'ImageMagick', 'Motion_JPEG_2000', 'ACDSee', 'Global_Mapper', 'JasPer', 'Chasys_Draw_IES', 'Google_Chrome', 'Darktable', 'Proprietary_software', 'Web_browser', 'DBGallery']"
JXTA,"['Cross-platform', 'Open-source_software', 'Apache_License']"
