subject,relation,object
semantic_web,cso#superTopicOf,resource_description_framework
semantic_web,cso#superTopicOf,resource_description_framework_%28rdf%29
semantic_web_technologies,cso#superTopicOf,semantic_descriptions
semantic_web_technologies,cso#superTopicOf,semantic_service
semantic_web_technologies,cso#superTopicOf,ontology_matching
semantic_web_technologies,cso#superTopicOf,ontology_alignment
semantic_web_technologies,cso#superTopicOf,linked_data
semantic_web_technologies,cso#superTopicOf,semantic_search
semantic_web_technologies,cso#superTopicOf,resource_description_framework
semantic_web_technologies,cso#superTopicOf,resource_description_framework_%28rdf%29
semantic_technologies,cso#superTopicOf,semantic_descriptions
semantic_technologies,cso#superTopicOf,semantic_service
semantic_technologies,cso#superTopicOf,ontology_matching
semantic_technologies,cso#superTopicOf,ontology_alignment
semantic_technologies,cso#superTopicOf,linked_data
semantic_technologies,cso#superTopicOf,semantic_search
semantic_technologies,cso#superTopicOf,resource_description_framework
semantic_technologies,cso#superTopicOf,resource_description_framework_%28rdf%29
semantic_web_technology,cso#superTopicOf,semantic_descriptions
semantic_web_technology,cso#superTopicOf,semantic_service
semantic_web_technology,cso#superTopicOf,ontology_matching
semantic_web_technology,cso#superTopicOf,ontology_alignment
semantic_web_technology,cso#superTopicOf,linked_data
semantic_web_technology,cso#superTopicOf,semantic_search
semantic_web_technology,cso#superTopicOf,resource_description_framework
semantic_web_technology,cso#superTopicOf,resource_description_framework_%28rdf%29
semantic_technology,cso#superTopicOf,semantic_descriptions
semantic_technology,cso#superTopicOf,semantic_service
semantic_technology,cso#superTopicOf,ontology_matching
semantic_technology,cso#superTopicOf,ontology_alignment
semantic_technology,cso#superTopicOf,linked_data
semantic_technology,cso#superTopicOf,semantic_search
semantic_technology,cso#superTopicOf,resource_description_framework
semantic_technology,cso#superTopicOf,resource_description_framework_%28rdf%29
semantic_wikis,cso#superTopicOf,mediawiki
semantic_wiki,cso#superTopicOf,mediawiki
semantic_annotations,cso#superTopicOf,semantic_descriptions
semantic_annotations,cso#superTopicOf,semantic_service
semantic_annotations,cso#superTopicOf,semantic_gap
semantic_annotations,cso#superTopicOf,semantic_concept
semantic_annotations,cso#superTopicOf,semantic_data
semantic_annotation,cso#superTopicOf,semantic_descriptions
semantic_annotation,cso#superTopicOf,semantic_service
semantic_annotation,cso#superTopicOf,semantic_gap
semantic_annotation,cso#superTopicOf,semantic_concept
semantic_annotation,cso#superTopicOf,semantic_data
artificial_intelligence,cso#superTopicOf,formal_logic
boolean_networks,cso#superTopicOf,semi-tensor_product
boolean_network,cso#superTopicOf,semi-tensor_product
formal_logic,cso#superTopicOf,program_verification
formal_logic,cso#superTopicOf,automated_reasoning
formal_logic,cso#superTopicOf,formal_methods
formal_methods,cso#superTopicOf,formal_semantics
formal_methods,cso#superTopicOf,event-b
event-b,cso#superTopicOf,proof_obligations
event-b,cso#superTopicOf,formal_modelling
formal_methods,cso#superTopicOf,formal_approach
formal_methods,cso#superTopicOf,formal_framework
formal_methods,cso#superTopicOf,csp
formal_methods,cso#superTopicOf,model-checking_techniques
formal_methods,cso#superTopicOf,automatic_verification
formal_methods,cso#superTopicOf,verification_tools
formal_methods,cso#superTopicOf,formal_specification
formal_methods,cso#superTopicOf,formal_specifications
formal_methods,cso#superTopicOf,formal_model
formal_model,cso#superTopicOf,formal_modelling
formal_methods,cso#superTopicOf,formal_models
formal_models,cso#superTopicOf,formal_modelling
formal_methods,cso#superTopicOf,safety_critical_systems
safety_critical_systems,cso#superTopicOf,safety_critical_software
formal_methods,cso#superTopicOf,safety-critical_systems
safety-critical_systems,cso#superTopicOf,safety_critical_software
formal_methods,cso#superTopicOf,formal_specification_language
formal_methods,cso#superTopicOf,reactive_systems
formal_methods,cso#superTopicOf,reactive_system
formal_methods,cso#superTopicOf,abstract_state_machines
model_checking,cso#superTopicOf,model-checking_techniques
model_checking,cso#superTopicOf,model_checking_problem
model_checking,cso#superTopicOf,symbolic_model_checking
model_checking,cso#superTopicOf,model_checker
model_checker,cso#superTopicOf,java_pathfinder
model_checker,cso#superTopicOf,model_checking_tools
model_checking,cso#superTopicOf,safety_properties
model-driven_engineering,cso#superTopicOf,model_to_model_transformation
model-driven_engineering,cso#superTopicOf,concrete_syntax
model-driven_engineering,cso#superTopicOf,domain_specific_modeling
model-driven_engineering,cso#superTopicOf,domain-specific_modeling
model_driven_engineering,cso#superTopicOf,model_to_model_transformation
model_driven_engineering,cso#superTopicOf,concrete_syntax
model_driven_engineering,cso#superTopicOf,domain_specific_modeling
model_driven_engineering,cso#superTopicOf,domain-specific_modeling
web_engineering,cso#superTopicOf,web_application_development
model_transformation,cso#superTopicOf,model-driven_engineering
model_transformation,cso#superTopicOf,model_driven_engineering
model_transformation,cso#superTopicOf,model-driven_software_development
model_transformation,cso#superTopicOf,qvt
model_transformation,cso#superTopicOf,input_models
model_transformations,cso#superTopicOf,model-driven_engineering
model_transformations,cso#superTopicOf,model_driven_engineering
model_transformations,cso#superTopicOf,model-driven_software_development
model_transformations,cso#superTopicOf,qvt
model_transformations,cso#superTopicOf,input_models
model_checking,cso#superTopicOf,computation_tree_logic
model_checking,cso#superTopicOf,linear_time_temporal_logic
model_checking,cso#superTopicOf,timed_systems
model_checking,cso#superTopicOf,verification_process
model_checking,cso#superTopicOf,ltl_model-checking
model_checking,cso#superTopicOf,satisfiability_modulo_theories
model_checking,cso#superTopicOf,state-space_reduction
model_checking,cso#superTopicOf,infinite_state_systems
model_checking,cso#superTopicOf,interleavings
model_checking,cso#superTopicOf,pushdown_systems
model_checking,cso#superTopicOf,sat
model_checking,cso#superTopicOf,product_line
model_checking,cso#superTopicOf,product_lines
model_checking,cso#superTopicOf,hybrid_automatons
model_checking,cso#superTopicOf,bounded_model_checking
model_checking,cso#superTopicOf,probabilistic_model_checking
model_checking,cso#superTopicOf,linear_temporal_logic
model_checking,cso#superTopicOf,software_model_checking
model_checking,cso#superTopicOf,concurrent_systems
model_checking,cso#superTopicOf,state-space_explosion
model_checking,cso#superTopicOf,model_checkers
model_checking,cso#superTopicOf,spin
model_checking,cso#superTopicOf,automatic_verification
model_checking,cso#superTopicOf,verification_techniques
model_checking,cso#superTopicOf,reachability_analysis
model_checking,cso#superTopicOf,formal_approach
model_checking,cso#superTopicOf,csp
model_checking,cso#superTopicOf,verification_tools
model_checking,cso#superTopicOf,monadic_second-order_logic
model_checking,cso#superTopicOf,symbolic_execution
symbolic_execution,cso#superTopicOf,execution_paths
model_checking,cso#superTopicOf,verification_problems
model_checking,cso#superTopicOf,equivalence_checking
model_checking,cso#superTopicOf,verification_method
model_checking,cso#superTopicOf,decision_procedure
model_checking,cso#superTopicOf,decision_procedures
model_checking,cso#superTopicOf,formal_model
model_checking,cso#superTopicOf,formal_models
model_checking,cso#superTopicOf,safety_critical_systems
model_checking,cso#superTopicOf,safety-critical_systems
model_checking,cso#superTopicOf,model_based_testing
model_checking,cso#superTopicOf,model-based_testing
model_checking,cso#superTopicOf,transition_system
model_checking,cso#superTopicOf,transition_systems
model_checking,cso#superTopicOf,branching_time
model_checking,cso#superTopicOf,liveness_properties
model_checking,cso#superTopicOf,epistemic_logic
model_checking,cso#superTopicOf,sequential_programs
model_checking,cso#superTopicOf,c_programs
model_checking,cso#superTopicOf,uml_2.0
model_checking,cso#superTopicOf,sat_solvers
model_checking,cso#superTopicOf,discrete_time_markov_chains
model_checking,cso#superTopicOf,probabilistic_systems
model_checking,cso#superTopicOf,conformance_checking
model_checking,cso#superTopicOf,run-time_verification
model_checking,cso#superTopicOf,runtime_verification
model_checking,cso#superTopicOf,temporal_properties
model_checking,cso#superTopicOf,temporal_property
model_checking,cso#superTopicOf,reactive_systems
model_checking,cso#superTopicOf,reactive_system
model_checking,cso#superTopicOf,ltl
model_checking,cso#superTopicOf,recursion_schemes
model_checking,cso#superTopicOf,abstract_state_machines
model_checking,cso#superTopicOf,uml_state_machine
real_time_systems,cso#superTopicOf,real-time_tasks
real_time_systems,cso#superTopicOf,real-time_embedded_systems
real_time_systems,cso#superTopicOf,worst-case_execution_time
real_time_systems,cso#superTopicOf,periodic_tasks
real_time_systems,cso#superTopicOf,earliest_deadline_first
real_time_systems,cso#superTopicOf,distributed_real_time_system
real_time_systems,cso#superTopicOf,timing_analysis
real_time_systems,cso#superTopicOf,uml_profile
real_time_systems,cso#superTopicOf,uml_profiles
real_time_systems,cso#superTopicOf,distributed_scheduling
real_time_systems,cso#superTopicOf,real-time_rendering
real-time_rendering,cso#superTopicOf,view-dependent
real_time_systems,cso#superTopicOf,formal_specification
real_time_systems,cso#superTopicOf,formal_specifications
real_time_systems,cso#superTopicOf,safety_critical_systems
real_time_systems,cso#superTopicOf,safety-critical_systems
real_time_systems,cso#superTopicOf,real_time_scheduling
real_time_scheduling,cso#superTopicOf,real-time_scheduling_algorithms
real_time_systems,cso#superTopicOf,real-time_scheduling
real-time_scheduling,cso#superTopicOf,real-time_scheduling_algorithms
real_time_systems,cso#superTopicOf,schedulability_analysis
real_time_systems,cso#superTopicOf,schedulability
real_time_systems,cso#superTopicOf,real-time_application
real_time_systems,cso#superTopicOf,real-time_applications
real_time_systems,cso#superTopicOf,real-time_operating_systems
real-time_operating_systems,cso#superTopicOf,rtos
real_time_systems,cso#superTopicOf,real_time_operating_system
real_time_operating_system,cso#superTopicOf,rtos
real_time_systems,cso#superTopicOf,real-time_operating_system
real-time_operating_system,cso#superTopicOf,rtos
real_time_systems,cso#superTopicOf,cyber-physical_system
real_time_systems,cso#superTopicOf,cyber-physical_systems_%28cps%29
real_time_systems,cso#superTopicOf,cyber_physical_systems_%28cpss%29
real_time_systems,cso#superTopicOf,cyber-physical_systems
real_time_systems,cso#superTopicOf,timed_systems
real_time_systems,cso#superTopicOf,multi-processor_platforms
real_time_systems,cso#superTopicOf,multi_processor_scheduling
real_time_systems,cso#superTopicOf,pre-emptive_scheduling
real_time_systems,cso#superTopicOf,controller_area_network
real_time_systems,cso#superTopicOf,safety_critical_applications
real_time_systems,cso#superTopicOf,hard_real-time_systems
real_time_systems,cso#superTopicOf,hard_real-time
real_time_systems,cso#superTopicOf,reactive_systems
real_time_systems,cso#superTopicOf,reactive_system
real_time_systems,cso#superTopicOf,real-time_java
software_pipelining,cso#superTopicOf,modulo_scheduling
scada_systems,cso#superTopicOf,supervisory_control
scada_systems,cso#superTopicOf,scada
scada,cso#superTopicOf,supervisory_control_and_data_acquisition
scada_systems,cso#superTopicOf,genetic_network_programming
flash_translation_layer,cso#superTopicOf,address_translation
audio_coding,cso#superTopicOf,audio_codecs
audio_coding,cso#superTopicOf,audio_compression
audio_coding,cso#superTopicOf,psychoacoustic_model
real-time_systems,cso#superTopicOf,real-time_tasks
real-time_systems,cso#superTopicOf,real-time_embedded_systems
real-time_systems,cso#superTopicOf,worst-case_execution_time
real-time_systems,cso#superTopicOf,periodic_tasks
real-time_systems,cso#superTopicOf,earliest_deadline_first
real-time_systems,cso#superTopicOf,distributed_real_time_system
real-time_systems,cso#superTopicOf,timing_analysis
real-time_systems,cso#superTopicOf,uml_profile
real-time_systems,cso#superTopicOf,uml_profiles
real-time_systems,cso#superTopicOf,distributed_scheduling
real-time_systems,cso#superTopicOf,real-time_rendering
real-time_systems,cso#superTopicOf,formal_specification
real-time_systems,cso#superTopicOf,formal_specifications
real-time_systems,cso#superTopicOf,safety_critical_systems
real-time_systems,cso#superTopicOf,safety-critical_systems
