Tool Name,Alternate Tool Names
Logic_Studio,['apple logic studio']
GIF,"['libgif, gif., gif, .gif, scaled gif, 558, interlaced gif, gif87a, gif animator, .gfa, video alternative to the gif, 4, gif89a, jraphics, 302, graphics interchange format, .gifv, gifscii, animated gif, giflib, animated gifs, gifs, gifv, transparent gif, progressive gif, video alternative to gif, gif89, image/gif, anigif, graphic interchange format, video alternative to the graphics interchange format, blinky (image), libungif, gif animation', 'libgif, gif., gif, .gif, scaled gif, 558, interlaced gif, gif87a, gif animator, .gfa, video alternative to the gif, 4, gif89a, jraphics, 302, graphics interchange format, .gifv, gifscii, animated gif, giflib, animated gifs, gifs, gifv, transparent gif, progressive gif, video alternative to gif, gif89, image/gif, anigif, graphic interchange format, video alternative to the graphics interchange format, blinky (image), libungif, gif animation', 'libgif, gif., gif, .gif, scaled gif, 558, interlaced gif, gif87a, gif animator, .gfa, video alternative to the gif, 4, gif89a, jraphics, 302, graphics interchange format, .gifv, gifscii, animated gif, giflib, animated gifs, gifs, gifv, transparent gif, progressive gif, video alternative to gif, gif89, image/gif, anigif, graphic interchange format, video alternative to the graphics interchange format, blinky (image), libungif, gif animation', 'libgif, gif., gif, .gif, scaled gif, 558, interlaced gif, gif87a, gif animator, .gfa, video alternative to the gif, 4, gif89a, jraphics, 302, graphics interchange format, .gifv, gifscii, animated gif, giflib, animated gifs, gifs, gifv, transparent gif, progressive gif, video alternative to gif, gif89, image/gif, anigif, graphic interchange format, video alternative to the graphics interchange format, blinky (image), libungif, gif animation']"
Pack_(compression),"['pack (command), pack (unix)']"
Shorten_(codec),"['shorten (file format), .shn, shorten file format']"
Brotli,"['large window brot, brotly, large-window brotli, brotli compression']"
Digital_Performer,"['motu audio system, digital performer 4, audiodesk']"
Logic_Pro,"['logic (daw), logic remote, logic (software), apple logic, emagic logic, c-lab creator, logic pro 7, logic pro 8, notator logic, apple logic pro, logic pro, logic audio, logic pro 9, notator, logic pro x']"
Pro_Tools,"['sound tools, alsihad, pro-tools, mbox, protools, pro tools digi 001, avid pro']"
Mantle_(API),"['mantle amd, grvk, mantle (gpu api), mantle api, mantle amd api, gaming evolved, amd mantle, amd mantle api']"
AMD_APP_SDK,[nan]
Windows_NT,"['windows 5, microsoft windows nt server, windows nt driver model, win nt, msw nt, nt6, windows 6.x, windows nt 6.1, winnt6.0, windows nt 7.0, nt server, nt family system, windows nt 6.3, windows nt 10, winnt32.exe, windows nt 6.x, nt 6.0, windowsnt, windows 6, winnt.exe, advanced windows, os/2 nt, microsoft windows nt, windows nt family, windows new technology, windows nt server, windows nt 5.2, nt 6.2, windows 5.2, windows nt 6.0, windows 5.x, windows nt 6.2, windows nt, windows nt workstation, windows nt series, windows nt 6, ms windows nt, nt-based, winnt, nt-based versions of windows', 'windows 5, microsoft windows nt server, windows nt driver model, win nt, msw nt, nt6, windows 6.x, windows nt 6.1, winnt6.0, windows nt 7.0, nt server, nt family system, windows nt 6.3, windows nt 10, winnt32.exe, windows nt 6.x, nt 6.0, windowsnt, windows 6, winnt.exe, advanced windows, os/2 nt, microsoft windows nt, windows nt family, windows new technology, windows nt server, windows nt 5.2, nt 6.2, windows 5.2, windows nt 6.0, windows 5.x, windows nt 6.2, windows nt, windows nt workstation, windows nt series, windows nt 6, ms windows nt, nt-based, winnt, nt-based versions of windows']"
Vulkan_(API),"['vulkan (api), window system interface, vulkan graphics api, vulkan api, vulkan (computing), vulkan wsi, vulkanrt, glnext']"
Windows_95,"['windows 95b, windows 4.0, microsoft windows 4.00, win95b, osr2, windows 4.00, microsoft windows chicago, win95c, win 95, msw 95, windows 1995, windows 95 osr2, windows 4, win95, microsoft windows 95, windows 95 editions, win 95 c, microsoft windows 4, microsoft windows 4.0, windows 95, win 95 b, w95, ms windows 95, window 95, project chicago, windows 95j, windows95, microsoft chicago, msw95, oem service release 2, windows 95 osr1']"
TMS34010,"['34010, ti 34010, ti34020, 34020, ti34010, tms34020']"
Joust_(video_game),"['joust (computer game), joust (video game, joust (game), joust (arcade game)']"
DirectDraw,"['direct draw, directdraw, ddraw.dll']"
WinG,[nan]
Windows_3.1x,"['ms windows 3.2, windows for workgroups 3.11, window 3.1, microsoft windows 3.11, win 3.1x, microsoft windows version 3.1, msw3.1, development of windows 3.1, msw3.11, janus (codename), microsoft windows 3.1, windows 3.1, windows janus, windows 3.2, wfw, ms windows 3.1, windows snowball, windows sparta, msw 3.11, microsoft windows 3.1x, windows for workgroups 3.1, ms windows 3.11, microsoft windows 3.2, windows 3.11, windows 3.1j, msw 3.1, ms windows 3.1x, windows winball, windows for workgroups, janus (windows beta), win3.1, win 3.1']"
Gun_Fight,['western gun']
Glide_API,"['glide wrappers, glide wrapper, glide api, 3dfx glide']"
OpenMP,"['open mp, tcmp, openmp', 'open mp, tcmp, openmp', 'open mp, tcmp, openmp', 'open mp, tcmp, openmp', 'open mp, tcmp, openmp']"
Sinistar,"['i live, beware']"
Xvid,"['opendivx, xvid, xvid codec']"
Arcade_game,"['amusement equipment, em game, for amusement only, arcade game, amusement machine, insert coin, history of arcade games, entertainment machine, arcade games, arcade-game, coin-op game, japanese arcades, american amusement machine association, coin-operated game']"
DivX,"['divx ;-), dx50, electrokompressiongraph, divx;-), divx codec, divx browser plug-in, dr.divx, divx, divx pro, div3, .divx, divx player, xsub, divx media format, divx web player, divx h.264, divx hd, dr. divx']"
OpenGL,"['glew, opengl3, open graphics language, opengl 1, opengl2, opengl 2, opengl user interface library, open glnext, opengl 3.0, glee, opengl 3, gleeopengl easy extension library, open graphics library, opengl extension wrangler library, glui, opengl easy extension library, open gl, opengl next, direct state access, libglew, openglnext, opengl 4, opengl']"
VDPAU,['video decode and presentation api for unix']
Bubbles_(video_game),[nan]
Video_Acceleration_API,"['vaapi, va api, libva, va-api']"
Sea_Wolf_(video_game),"['sea wolf ii, sea wolf (arcade game), sea wolf 2']"
Texas_Instruments_Graphics_Architecture,['34010 & 34020']
Folding@home,"['f@h, foldingathome, folding @home, foldinista, folding home, folding@home, folding at home, fold@home, folding @ home, cure@ps3', 'f@h, foldingathome, folding @home, foldinista, folding home, folding@home, folding at home, fold@home, folding @ home, cure@ps3']"
Interloop_Limited,[nan]
AT&T_DSP1,"['a.t., at, at (disambiguation), at., a t']"
Nucleus_RTOS,"['nucleus rtx, nucleus os, nucleus plus']"
RSBAC,"['rule-set-based access control, rsbac', 'rule-set-based access control, rsbac']"
JBPM,"['jpdl, jbmp, jbpm5, java process definition language']"
Generalised_Enterprise_Reference_Architecture_and_Methodology,"['geram, generic enterprise reference architecture and methodology, geram framework']"
IBM_Blueworks_Live,['ibm blueworks live']
PhysX,"['apex framework, nvidia physx, nvidia apex framework, ageia physx, physx apex, nvidia physx sdk, apex physx, physx, physx nvidia, physx sdk, nvidia apex, novodex sdk, novodex, apex nvidia', 'apex framework, nvidia physx, nvidia apex framework, ageia physx, physx apex, nvidia physx sdk, apex physx, physx, physx nvidia, physx sdk, nvidia apex, novodex sdk, novodex, apex nvidia', 'apex framework, nvidia physx, nvidia apex framework, ageia physx, physx apex, nvidia physx sdk, apex physx, physx, physx nvidia, physx sdk, nvidia apex, novodex sdk, novodex, apex nvidia']"
Windows_Holographic,"['windows hologram, roboraid, windows mr, project hololens, actiongram, holographic processing unit, windows holographic, microsoft windows hologram']"
Party_plan,['purse party']
System_software,"['system utility, systems program, system utilities, systems software, system utility (system engineering)']"
BIOS,"['pc-bios, basic i/o system, ps/2 cbios, basic input/output system, rombios, bios boot sequence, flashing the bios, pc/at bios, compatibility bios, ibm bios, advanced bios, flashing bios, standard bios, bios features comparison, bootblock, ibm abios, system bios, abios, pcibios, generic bios, basic integrated operating system, independent bios vendor, ps/2 abios, bios configuration utility, bios setup, basic input-output system, ibm cbios, xt bios, pci bios, bios flashing, alternatives to bios, slic table, pc bios, bios chip, flash bios, bios setup utility, cbios, mebromi, software licensing description table, b i o s, built-in operating system, pc/xt bios, basic input output system, ibm pc bios, rom bios, rom-bios, bios (pc), bios upgrades, bios rom, bios settings, legacy bios, ps/2 bios, at bios, std-bios', 'pc-bios, basic i/o system, ps/2 cbios, basic input/output system, rombios, bios boot sequence, flashing the bios, pc/at bios, compatibility bios, ibm bios, advanced bios, flashing bios, standard bios, bios features comparison, bootblock, ibm abios, system bios, abios, pcibios, generic bios, basic integrated operating system, independent bios vendor, ps/2 abios, bios configuration utility, bios setup, basic input-output system, ibm cbios, xt bios, pci bios, bios flashing, alternatives to bios, slic table, pc bios, bios chip, flash bios, bios setup utility, cbios, mebromi, software licensing description table, b i o s, built-in operating system, pc/xt bios, basic input output system, ibm pc bios, rom bios, rom-bios, bios (pc), bios upgrades, bios rom, bios settings, legacy bios, ps/2 bios, at bios, std-bios']"
D-Bus,"['kdbus, libdbus, gdbus, d-bus, dbus']"
Self_(programming_language),"['self (computer language), selflang, self (programming language), self programming language, self computer language, self programing language']"
AppleScript,"['applescript studio, applescript (programming language), open scripting architecture, apple script, applescript programming language, javascript for automation, osascript, applescript, .scpt']"
Elixir_(programming_language),"['elixir programming langua, reia (programming language), elixir (language)']"
LiveCode,"['revolution (multimedia software), transcript programming language, revolution transcript programming language, transcript (programming language), revolution (development environment), revtalk, revolution (programming language), revolution programming language']"
OpenBinder,['android binder']
HyperCard,"['hypercard, hypercard stack, tilestack']"
QNX,"['qnx 4, qnx software systems, qnx kernel, transparent distributed processing, qnx4, qnx, qnx photon, qnx neutrino, quantum software systems, photon gui']"
Teraflops_Research_Chip,"['polaris cpu, polaris (processor), polaris chip', 'polaris cpu, polaris (processor), polaris chip']"
Android_Tactical_Assault_Kit,"['android tactical assault kit, android tactical assault kit (atak), atak']"
IYOUIT,[nan]
RADIUS,"['remote authentication dial-in user service, list of radius standards, aaa server, vendor-specific attributes, radius (software), tinypeap, radiusserver, remote authentication dial in user service, radius server']"
Internet_Connection_Sharing,"['internet connection sharing, internet sharing']"
Macroscope_(methodology_suite),"['fujitsu macroscope, macroscope of fujitsu']"
HealthifyMe,[nan]
24_Hour_Fitness,"['24 hour fitness, 24 hour fitness usa, 24-hour fitness, inc., 24 hour fitness usa, 24hour fitness, 24 hour nautilus']"
Leisure_Connection,"['leisure connection watch, leisure connection ltd']"
Snap_Fitness,['peter taunton']
Health_(Apple),"['apple healthkit, healthkit, apple health, researchkit']"
Men's_Health,"['mens health live, menshealth.com, mens health (australian magazine), mens health magazine, mik, mens health (magazine)']"
Shave_(magazine),[nan]
Zumba_Dance_Fitness_Party,[nan]
Talwalkars,[nan]
Bushiroad__Sopratico__1,[nan]
Runkeeper,['runkeeper']
Oliphant's_Gym,['[]']
The_Jack_LaLanne_Show,[nan]
MyFitnessPal,['my fitness pal']
Sports_Tracker,"['nokia st, nokia sports tracker, star torrent']"
Fitness_(magazine),['fitness magazine']
Strava,['strava art']
Nike+_Kinect_Training,[nan]
McFit,[nan]
Muscle_&_Fitness,[nan]
Iron_Man_(magazine),"['iron man (magazine), iron man magazine, ironman (magazine), ironman magazine']"
Endomondo,['endomondo llc']
NutriMag_(magazine),[nan]
Bushiroad,['bushimo']
Google_Fit,[nan]
World_Gym,[nan]
Men's_Health_(British_magazine),"['mens health uk, menshealth.co.uk']"
ShortList,"['shortlist (magazine), shortlist.com']"
Fitness_(Apple),"['apple fitness+, apple gymkit, apple fitness, activity (apple), time to walk, fitness plus, gymkit, apple fitness plus']"
Tim_Ferriss,"['tim ferriss, timothy ferriss, tribe of mentors, ferriss, the tim ferriss show']"
Men's_Fitness_(British_magazine),"['mens fitness (uk), mens fitness magazine (uk)']"
Fitness_Gurls,['fitness gurl']
Anytime_Fitness,['any time fitness']
Men's_Fitness,"['mens fit, mensfitness.com']"
Ben_Dunne_Gyms,[nan]
Gold's_Gym,"['golds gym, golds gym, golds gym franchising, golds gym international, original golds gym venice, california']"
The_Debbie_Drake_Show,[nan]
Oh_My_Venus,[nan]
Batch_processing,"['batch mode, job processing cycle, batch job, batch programs, batch data entry, batch program, batch stream processing, batch system, batching (computer graphics), batch-oriented, batch processing, batchjob, batch computing']"
CICS,"['exec cics, customer information control system, cics transaction server', 'exec cics, customer information control system, cics transaction server']"
SAP_BusinessObjects_Lumira,['lumira']
Oracle_Business_Intelligence_Suite_Enterprise_Edition,['obiee']
Microsoft_Power_Platform,"['powerapps, microsoft dataverse, power virtual agents, power apps, power automate desktop, microsoft common data service']"
Microsoft_Power_BI,"['.pbix, power bi, powerbi, power bl']"
InfoZoom,[nan]
SAP_IQ,['sybase iq']
Grafana,[nan]
Metatron_Discovery,['metatron discovery']
Apache_Superset,[nan]
Oracle_Discoverer,[nan]
IBM_Cognos_Analytics,"['ibm cognos 8 business intelligence, ibm cognos bi, ibm cognos business intelligence']"
Metal_(API),"['metal (ios api), metal shading language, metal (apple api), apple metal, metal api']"
C++_AMP,['c++amp']
SYCL,[nan]
Cross-platform,"['platform dependence, multi-format, platform dependent, machine independent, platform agnostic, device independent, cross platform app development, cross-platform, list of cross-platform programming toolkits and environments, platform-independent, crossplatform, multi platform, screen agnostic, platform-agnostic, multiple platforms, platform independent, machine independence, multi-channel app development, platform independence, multi-platform, device independence, cross platform, cross-platform programming, machine-independent, mutli-platform, multiplatform']"
LabWindows/CVI,['labwindows']
Measurement_Studio,[nan]
LabVIEW,"['openg, labview (programming language), lab view, labview, labview real-time, buy labview']"
Fsc2,['experiment description language']
NU-Tech,[nan]
SymPy,"[', ondrej certik, sympy']"
Maple_(software),"['maple software, maplenet, maple v, maple (language), maple (computer algebra system), maple (programming language), maple computer algebra system, maple programming language, maple ta']"
Apache_OFBiz,"['apache ofbiz, ofbiz']"
Shorten_(file_format),"['shorten (file format), .shn, shorten file format']"
Tagged_Image_File_Format,"['aldus tiff 3.0, tiff/it-p1, tag image file format, aldus tag image file format, aldus tiff 1.0, aldus tiff 4.0, tiff 4.0, tif image, .tif, tiff-fx, iso 12639:1998, aldus tagged image file format, it8.8, tagged image file, tiff file, rfc 2306, aldus tiff 2, tiff 2.0, iso 12639:2004, adobe tiff, tiff extensions, aldus tiff, tiff-f, tiff 1, tiff 5.0, .tiff, tiff image, tiff/it profile 2, tagged image file format, aldus tiff 1, tiff 3.0, aldus tiff 2.0, baseline tiff, tif, iso 12639, tiff/it-p2, aldus tiff 5.0, bigtiff, tif format, tiff 6.0, it8.8-1993, adobe tiff 6.0, thousands of incompatible file formats, tiff 2, tiff/it profile 1, aldus tiff 3, image/tiff, ansi it8.8, ansi it8.8-1993, tiff 1.0, tiff 3, iso 12639:2004 / amd. 1:2007, tif file, rfc 3949, tiff/it']"
WebP,"['webp, .webp, vp8l, webp 2, weppy, webp2', 'webp, .webp, vp8l, webp 2, weppy, webp2']"
JBIG2,"['jbig2, jbig 2', 'jbig2, jbig 2', 'jbig2, jbig 2']"
PCX,"['.pcx, pcx, personal computer exchange', '.pcx, pcx, personal computer exchange']"
WinRAR,"['winrar, rarlab winrar, rar5, win rar']"
RealPlayer,"['real1player, realplayer for android, realaudio player, realplayer android, annabelle the sheep, realnetworks scheduler, realplayer sp, android realplayer, real alternative, realplay.exe, realplayer, realplay, real player alternative, realone player, realplayer g2, criticism of realplayer, realone, realplayer enterprise, realplayer 11, realsched.exe, real1 player, real player, realsystem']"
Apple_Lossless,"['apple lossless codec, apple lossless encoder, apple lossless, alac, apple lossless encoding']"
TTA_(codec),"['true audio codec, .tta']"
Audio_Lossless_Coding,"['mpeg4 als, mpeg-4 als']"
Truevision_TGA,"['.tga, targa, truevision targa file, tga file, tga (file format), truevision targa file format, truevision targa, .tga file']"
Original_Sound_Quality,[nan]
Multiple-image_Network_Graphics,"['mng-vlc, mng, .mng, multi-image network graphics, multiple network graphics', 'mng-vlc, mng, .mng, multi-image network graphics, multiple network graphics']"
JPEG_XL,"['jxl format, iso/iec 18181, fuif, libjxl, jpeg xl, .jxl']"
7-Zip,"['7 zip, sevenzip, 7zip, p7zip, igor pavlov (programmer), seven-zip, igor pavlov (computer programmer), 7-zip, seven zip']"
Interchange_File_Format,"['ea iff, iff-8svx, ea iff 1985, ea iff 85, iff-16sv']"
GNU_TeXmacs,['texmacs']
Gwrite,[nan]
Nisus_Writer,"['nisus writer pro, nisus writer express, nisus compact']"
Amï¿½ï¿½ï¿½ï¿½ï¿½ï,['[]']
Ichitaro_(word_processor),['[]']
PolyEdit,[nan]
WordStar,"['micropro international inc., wordmaster, micropro, newword, wordstar 3.02, correctstar, word star, wordstar 2000, wordstar, esdx, wordstar 3.00, wordstar 3.24, wordstar 3.0, wordstar 3.21, wordstar diamond, wordstar international, wordstar 3.20']"
EasyWriter,['ibm easywriter']
IBooks_Author,[nan]
Creative_Writer,[nan]
PC-Write,['quicksoft']
Microsoft_Write__Microsoft_Write__1,[nan]
Lotus_1-2-3,"['.wj2, lotus 1-2-3/g release 1.1, wk5 (file format), .wj4, lotus 1-2-3 release 3.4, lotus 1-2-3 release 2.4, lotus 1-2-3 release 5, wk4 (file format), lotus123, lotus 1-2-3 release 1a, 1-2-3/w, lotus 1-2-3/w release 1, 123 (file format), lotus 1-2-3/m, .wk1, wj1 (file format), lotus 1-2-3 release 3.1, lotus 1-2-3 release 1.0, lotus 1-2-3 release 3.0, wk3 (file format), .wk4, lotus 1-2-3 release 3, lotus 1-2-3/w release 4, lotus 1-2-3/w release 5, 1-2-3/m, lotus 1-2-3/g release 2, wk2 (file format), lotus 1-2-3 release 2.2, .wj3, .wj1, .123, lotus 1-2-3 release 4, lotus 123, lotus-123, wj2 (file format), lotus 1-2-3/g, lotus 1 2 3, wk2 (file formst), lotus 1-2-3/g release 2.1, lotus 1-2-3 release 1, lotus 1-2-3 release 2.01, wj3 (file format), wk1 (file format), wks (file format), 1-2-3/g, lotus 1-2-3 release 5.0, .wk5, .wks, .wk3, lotus 1-2-3 release 2.3, lotus 1-2-3 release 2, wj4 (file format), lotus 1-2-3 release 2.0, lotus 1-2-3/w, lotus 1-2-3 release 3.1+, .wk2, lotus 1-2-3/g release 1']"
Pfs:Write,"['professional write, pfswrite']"
Microsoft_Word__for_Mac__1,[nan]
Ted_(word_processor),[nan]
CU_Writer,['word chula']
Pages_(word_processor),"['pages for ios, pages (application), pages (program), pages (software), .pages, pages (mac), pages for macos, apple pages, pages 3.0, pages for mac os x, pages (iwork), pages (apple), pages for os x, pages (app)']"
XyWrite,"['zywrite, xywrite for windows, xywrite']"
ST_Writer,[nan]
Apple_Writer,"['apple writer 1.1, apple writer 2.1, apple writer 1.0, apple writer ii, applewriter, apple writer iie, apple writer 2.0']"
WordPerfect,"['corel office, wordperfect, wp.exe, corel wp, wp.com, reveal codes, wordperfect corporation, word perfect, corel wordperfect x3, .wp6, dataperfect, novell wp, .wp7, coreloffice, satellite software international wordperfect, dp.exe, dp.sys, corel wordperfect, wordperfect for unix, satellite software international, .wpd, .wp5, wordperfect office, wordperfect suite, word-perfect, ssi wordperfect, corel wordperfect office, .wp, novell dataperfect, letterperfect, wordperfect dataperfect, corel wordperfect suite, corel wordperfect lightning, novell wordperfect, wordperfect 4.1, .wp4, perfectoffice, corell wordperfect']"
LocoScript,['locoscript']
Volkswriter,"['volkswriter inc., volkswriter, plainwriter, lifetree software, gem write']"
MacWrite,"['macwrite, macwrite pro']"
WordPad,"['cetus cwordpad, microsoft wordpad, wordpad, word pad, word-pad, wordpad.exe']"
KWord,['kword']
AtariWriter,"['atariwriter, multiwriter']"
IBM_Lotus_Word_Pro,"['lotus ami pro, lotus word pro, word pro, wordpro, lotus wordpro, amipro, .lwp, ami pro']"
Microsoft_Write,"['.wri, write.exe, windows write, ms write, wri file']"
Microsoft_Word,"['pocket word, word (software), word web app, microsoft word 2000, macros in microsoft word, word (microsoft), multi-tool word, microsoft word 98, microsoft office word, word file, word 2003, microsoft word file formats, sample text in microsoft word, microsoft word:mac, w, word 2007, ms word, office word, microsoft(r) word, word for windows, msword, word document, winword.exe, word 2000, microsoft word, microsoft word 2004, microsoft word 3.0, normal.dot, word for windows 6.0, microsoft word xp, winword, microsoftword, windows word, microsoft word 2002, mircosoft word', 'pocket word, word (software), word web app, microsoft word 2000, macros in microsoft word, word (microsoft), multi-tool word, microsoft word 98, microsoft office word, word file, word 2003, ms w, microsoft word file formats, sample text in microsoft word, microsoft word:mac, word 2007, ms word, office word, microsoft(r) word, word for windows, msword, word document, winword.exe, word 2000, microsoft word, microsoft word 2004, microsoft word 3.0, normal.dot, word for windows 6.0, microsoft word xp, winword, microsoftword, microsoft word 2002, mircosoft word']"
Zarnegar_(word_processor),"['zarnegar1, zarnegar75']"
Tasword,[nan]
WriteOnline,"['write online, writeonline']"
Playwrite_(software),[nan]
FullWrite_Professional,['fullwrite']
The_First_XLEnt_Word_Processor,[nan]
Q&A_(Symantec),"['long-tail, u+0051, letter q, kew (letter), ascii 113, ascii 81, cue (letter), short-tailed q, u+0071, q (alphabet), queue (letter), que (letter), q (letter)']"
Ulysses_(text_editor),['ulysses (software)']
Baraha,[nan]
Atlantis_Word_Processor,['atlantis nova']
Adobe_InCopy,"['incopy, adobe incopy']"
Bean_(software),['bean (word processor)']
Quark_CopyDesk,['copydesk']
LibreOffice_Writer,"['lo writer, libreoffice writer, lowriter']"
Microsoft_Word__Mobile_for_Windows_10__1,[nan]
Electric_Pencil,['michael shrayer']
Bank_Street_Writer,"['the bank street writer, bankstreet writer']"
MultiMate,['multimate']
Bravo_(editor),"['bravo (word processor), bravo (word processor software), bravo (program), xerox bravo, bravo (software)']"
TextEdit,"['textedit, text edit, apple textedit']"
QText,"['qtext(word processor), qtext, qtext (word processor)']"
JWPce,[nan]
CP/M,"['gencom.com, microdos, zcpr31, cpm operating system, cp/m 3.0, scp 8, digital research cp/m plus, bios (cp/m), ccp.com, cp/m bios, cp/m filesystem, zoaz, cp/m-80 3.0, zcpr 2.0, zrdos, scp 1526/710, digital research cp/m, cp/m 1.4, ccp (cp/m), cp/z, console command processor, cp/m 1.0, bcu880, tpa (computing), z3txt, cp/j 2.21, cp/m 1.1, gencom (cp/m command), cp/m 2.2, cp/m-mic, dac (operating system), rsx (cp/m), cp/l, movcpm, zcpr3, cp/m-68k, null command file, tpa (cp/m), cp/m-80 2.2, cp/a 1715, resident system module, cp/j, scp3.sys, cp/m operating system, cp/m ccp, rsx (computing), cp/m 1.3, p-cp/m, pcp/m, zcpr 3.1, z3env, zsdos, cp/m bdos, zcpr, basic disk operating system, bdos (cp/m), cp/kc, z-system, cp/m 1.2, apple cp/m, cp/a 1526, gencom (command), os/m, control program for microcomputers, scp 1715, scp/m 2.8, scp 3.0, zcpr 3.0, control program/monitor, single user control program, ed (cp/m), cp/m-like, cos-psa, csos, transient program area, zcpr34, bdos, zcpr 1.0, microdos.sys, movcpm.com, zcpr 3, cp/m file system, zcpr 3.4, cp/m-85, scp 5105, cp/m-8000, scpx5105.sys, zcpr 2, scp/m 2.4, scp-ibe, m/os, dos-psa, zcpr 2.3, scp 1526, zcpr 3.3, scp (operating system), zcpr 3.2, trisoft cp/m-68k, portable cp/m, cp/m-80, zcpr1, cp/m-fde, scp/m, csoc, cp/m 2, tos/m, zcpr32, caldera cp/m, cp/ksob, zcpr2, zcpr33, cp/m 1, tim olmstead (cp/m), personal cp/m-80, cp/m, personal cp/m, cp/a, cp/m plus, zcpr 1, cz-cpm, resident system extension, z3dos, single-user control program']"
Jarte,[nan]
Cut_&_Paste,[nan]
WriteNow,['write now']
Pages_(word_processor)__Pages_for_iOS_and_iPadOS__1,[nan]
Atari_Word_Processor,[nan]
Word_Juggler,[nan]
VisiCalc,['visicalc']
IBM_DisplayWrite,['displaywrite']
Scripsit,['scriptsit']
Co-ment,['co-ment']
AbiWord,"['abi word, .abw, .zabw, abisource, abi-word, abiword']"
Calibre_(software),"['libprs500, calibre software, calibre (ebook software)']"
Calligra_Words,['kformula']
SpeedScript,"['speedscript, speedscript 80, scriptor, speedscript 128, speedcheck, speedscript-80, speedcheck 128']"
Opteron,"['operton, opteron a1100, opturon, amd opteron', 'operton, opteron a1100, opturon, amd opteron', 'operton, opteron a1100, opturon, amd opteron', 'operton, opteron a1100, opturon, amd opteron']"
Xenix,"['xenix os, xenix 286, xenix 2.0, xenix, secure xenix, xenix system v, xenix operating system, xedos, microsoft xenix, sco xenix system v, xenis, trusted xenix, sco xenix, xenix 3.0, xenix 1.0, trs-xenix, xenix 5.0']"
Very_Large_Business_Applications,"['enterprise applications, enterprise system, very large business applications, enterprise application software, enterprises software, enterprise systems, enterprise computer application, enterprise level application, enterprise computing, enterprise-level application, enterprise open source, enterprise application, enterprise software']"
Jedox,[nan]
IcCube,[nan]
OLE_DB_for_OLAP,['ole db for olap (odbo)']
Microsoft_Analysis_Services,"['olap services, adomd.net, sql server analysis services']"
Mondrian_OLAP_server,"['mondrian olap server, mondrian with jpivot']"
Apache_Druid,"['druid (open-source data store), gian merlino']"
Apache_Kylin,[nan]
ClickHouse,[nan]
Holos,['holistic systems']
Essbase,[nan]
Cubes_(OLAP_server),[nan]
Apache_Pinot,['pinot (data store)']
Oracle_OLAP,[nan]
Google_OnHub,['onhub']
CakePHP,"['larry masters, cakephp, cake php']"
Apache_Fortress,['apache fortress']
Atmel_AVR,"['stk500, megaavr, atmega1280, atmega169, hvpp, at90s8515, hvsp, atmel xmega, avr controller, atmega320, atmega2561, awire, atmel avr8, avr-8, avr orthogonality, microchip avr, atmel norway, avr8, high voltage serial programming, atmega1281, program and debug interface, atmel avr-8, attiny85, atmega2560, avr microcontroller, xmega, atmega8, atmega168, atmel avr, atmega']"
Cray-1,"['cray 1, cray-1s, cray-1, cray-1m, cray i']"
BlackBerry,"['blackberry 8520, blackberry (film), rim blackberry, blackberry cell phone, bb merah putih, blackberry certification, blackberries, blackberry phones, blackberry (pda), blackberry pin, 8707v, voice notes, blackberry browser, blackberry internet service, crackberry, blackberry (device), black berry']"
QWERTY,"['qwerty (keyboard layout), qwerty keyboard, qwerty, qwer, us keyboard, asdfg, key clash, us international, qwertyui, qwertyuiop, uk keyboard, uk extended, international qwerty keyboards, asdfghjkl;, qwert, zxcvbnm, qwerty layout, qwertqwert, querty, q w e r t y u i o p, qwerty keyboard layout, us international keyboard, qwerty and accents, swedish keyboard, uk extended keyboard, dutch keyboard layout, us-intl, qwertyu, qwertyuiopasdfghjkl, keyclash, sholes keyboard, asdfgh, asdf (sequence of letters), qwertyuiopasdfghjklzxcvbnm, us-international, uk keyboard layout, asdfghjkl']"
TigerConnect,"['tigertext, tiger text']"
Viber,"['viber media, viber messenger']"
Facebook_Messenger,"['facebook room, messenger (facebook), facebook chat, messenger (app), messenger.com, m.me, facebook bots, facebook messenger, fb messenger, messenger lite, facebook messenger rooms']"
TigerConnect__TigerConnect__1,[nan]
WhatsApp,"['controversies surrounding whatsapp, watsapp, wa.me, whatsapp messenger, whatsapp.com, whatsapp web, whatsapp plus, whatsapp inc., wa messenger, whatsapp, whats app, whatsapp business, wattsapp, whats app, criticism of whatsapp']"
Real_Time_Streaming_Protocol,"['real time streaming protocol, rtsp://, realtime streaming protocol, rtsp, real-time streaming protocol']"
JVM,"['jvm, c to java virtual machine compilers, jvm architecture, permanent generation, java virtual machine, java runtime, java sandbox, bck2brwsr, java vm, java runtime system, jucheck.exe process, java-to-javascript compilers, java virtual machine heap, c to java byte-code compiler, java virtual machine specification, teavm, javavm, jsr 924, jvm heap, permgen']"
Apache_Heron,['heron (event processor)']
Apache_Kafka,"['kafka (software), apache kafka, kafka streams']"
Apache_Samza,"['samza, apache samsa']"
Gamebryo,"['netimmerse, emergent game technologies, gamebryo, gamebryo lightspeed, gamebyro']"
Apache_Storm,['storm (event processor)']
Apache_RocketMQ,[nan]
BrookGPU,"['brook (programming), brook (programming language)']"
Apache_Apex,[nan]
Apache_NiFi,['apache nifi']
Ateji_PX,[nan]
